AGE,YEARS_OF_EXPERIENCE,CURRENT_SALARY
60,36,30611
22,0,86002
55,33,103311
31,7,94298
28,6,134768
43,14,45231
26,2,191470
37,2,61481
62,11,116215
50,4,171784
26,0,85207
51,0,166686
55,2,187704
48,7,127058
31,3,158838
31,9,112604
44,4,39239
27,2,95296
48,0,150947
35,1,75645
44,14,49493
55,33,154883
38,9,151444
55,23,142514
52,7,163736
43,17,107970
26,2,138691
30,3,193300
39,10,67107
42,7,154798
27,4,67550
50,5,132269
40,12,114363
60,37,90622
25,1,106606
60,34,39653
62,21,174523
55,10,75718
24,0,80396
49,24,134078
33,6,138448
31,5,182744
34,12,101282
50,21,39617
44,3,126404
44,4,44362
48,2,88935
27,5,114645
40,8,130166
46,1,97899
34,0,55851
32,0,45999
27,4,158181
40,15,161878
44,6,86067
53,0,145074
64,26,178373
42,11,46684
57,4,122723
47,1,33053
44,4,127877
45,7,84495
29,7,192363
25,3,53100
37,2,155378
41,18,150891
42,0,58063
61,34,107708
52,18,124796
29,1,112003
56,31,136088
50,14,115192
27,2,35335
32,8,54574
46,13,161017
25,3,194234
62,37,104008
52,6,107666
51,5,162940
39,6,140226
55,5,68827
60,8,162336
42,4,187193
53,7,163067
62,3,34537
28,0,92424
43,17,111580
55,32,31898
53,23,178856
30,4,49185
64,9,143139
54,30,117316
27,3,127711
45,20,84721
36,9,37961
34,12,175090
35,6,70382
35,12,181683
31,9,99698
48,15,117586
60,5,137754
34,6,184959
60,16,88625
33,2,113590
50,3,45229
33,11,144533
61,36,174544
52,2,38640
44,12,39865
52,27,139360
40,16,100140
53,13,96587
22,0,61205
34,4,30945
56,1,120350
30,0,161108
34,2,157794
56,25,74284
29,1,165810
62,1,105214
32,6,193603
56,15,56740
39,9,68168
35,4,190828
64,41,95794
23,0,113568
36,0,93631
61,4,44104
44,4,107041
36,11,135739
23,0,146420
42,3,37968
44,5,137681
50,10,37456
52,14,162347
43,17,163292
27,3,177471
33,8,61169
47,15,151590
31,2,93473
33,11,120031
36,5,55547
39,0,99136
26,1,70661
36,10,37370
49,13,90657
30,1,92329
57,11,81384
38,16,90910
42,20,155330
48,18,88448
50,21,186780
64,13,76780
63,17,114237
60,38,30045
31,2,75916
61,24,158853
24,0,82960
25,0,137208
55,6,118490
63,13,160159
35,8,162099
44,3,37984
52,10,135355
59,18,116273
61,33,127059
24,0,171918
34,3,192558
40,11,30248
55,0,102136
52,27,88111
24,1,51274
27,3,42974
48,5,152621
27,2,186303
29,1,40525
53,10,44138
34,4,142486
56,3,142460
23,0,155580
54,5,103644
37,13,49423
50,16,100052
58,1,182164
31,2,171491
53,6,120352
52,15,137502
34,2,191554
59,2,117527
37,5,45188
47,15,34176
25,3,106506
49,3,45662
36,6,177077
59,3,140670
48,25,145182
49,15,196197
45,16,93762
48,14,71510
44,19,100991
34,1,100831
25,3,152632
54,25,142258
52,23,60459
23,1,106452
48,14,177207
43,9,76378
32,3,132019
49,19,32164
55,20,125908
46,17,98629
23,0,95256
61,34,54644
31,5,133147
35,12,186364
24,1,32503
30,1,120465
53,31,148188
51,18,62494
53,11,82574
24,2,148014
38,14,143191
36,0,40707
43,0,62452
55,32,158668
34,1,193847
39,12,71767
43,6,87338
36,4,121543
36,7,50137
29,7,162828
49,7,144734
41,1,102069
60,20,114344
37,15,166892
43,17,197217
52,11,120778
35,6,184949
47,23,144639
40,0,65443
36,13,60437
50,15,142751
57,34,77079
55,22,38510
45,21,122958
35,1,151636
26,2,55284
22,0,53177
56,13,149183
50,12,42041
52,5,115226
46,5,51958
38,16,78190
27,1,198631
48,8,145440
34,4,95383
42,7,168683
31,4,135293
61,35,61402
55,17,82888
36,10,139140
44,21,169859
53,23,81228
43,2,187046
63,11,117079
51,18,98173
48,8,195405
52,14,136887
25,3,146961
61,38,126664
55,33,44899
46,15,178032
41,2,111296
45,4,103178
44,10,195108
27,4,83355
34,4,104427
26,1,190390
22,0,42366
54,1,70035
29,3,61330
63,27,192708
30,1,34413
38,11,96294
52,29,109865
52,29,153462
27,1,95872
31,4,162117
27,5,155353
36,7,85651
22,0,78278
45,13,63324
29,0,94174
40,1,118108
51,1,54606
55,0,96402
50,0,96395
23,1,138716
41,13,195372
29,5,188126
36,12,36979
43,3,41176
23,1,105646
44,15,188744
38,11,137528
34,5,115255
31,6,148399
63,22,150037
50,28,48401
38,7,131820
32,1,44261
53,31,113374
26,0,145413
62,2,75459
27,1,116466
30,2,146850
45,10,177518
27,1,185232
22,0,75154
49,7,110370
54,0,191122
62,39,32118
40,1,67008
54,8,65122
56,8,97464
27,4,85386
61,38,197986
56,3,33738
41,7,196982
29,5,51059
64,13,163783
41,6,130241
34,4,179988
28,4,192963
64,0,99178
37,15,166755
54,21,69135
47,23,163135
42,2,59587
32,1,173940
27,4,69327
44,11,133583
46,9,123810
37,10,138993
47,3,89571
47,5,128935
26,2,196220
31,4,181587
33,7,122558
41,16,63118
26,3,135924
45,4,133695
31,7,127645
30,4,138252
34,3,91155
45,11,135459
40,12,118323
43,12,84591
23,0,46666
22,0,186740
24,1,37179
54,3,131219
46,0,178699
44,16,66753
27,1,192180
40,17,164485
31,8,128509
58,28,100772
39,6,198290
58,33,108754
54,30,116788
56,30,59665
58,10,47368
25,2,178670
57,23,64254
53,22,74153
36,3,142628
42,14,196710
42,19,169929
47,0,31073
32,8,134872
62,27,118006
49,3,130519
45,1,108535
36,5,154229
51,1,150014
56,15,45590
51,29,122391
23,0,179635
48,24,90415
30,2,149597
58,22,43028
34,12,33340
52,7,97299
58,7,127966
60,35,83391
44,13,163043
28,0,136159
28,6,166010
33,1,47698
38,5,30383
25,0,157873
34,0,194774
60,18,67570
37,13,43057
30,0,105527
61,34,98828
39,2,54215
46,5,198827
35,2,134940
60,18,108010
50,27,164754
52,15,161186
23,1,113636
33,8,196051
26,0,43238
50,19,161700
28,0,113835
31,2,85848
36,7,91968
54,19,66313
49,2,39014
49,6,37889
25,2,130762
32,6,172254
48,15,52952
28,3,31556
59,14,132308
45,18,175527
63,37,65936
45,1,43066
34,7,182257
28,6,88938
33,3,176860
40,11,164040
53,24,31917
44,16,163109
40,10,176892
53,1,137618
40,11,108128
55,30,94790
63,27,169337
44,7,46516
49,1,175936
42,5,175221
45,7,67967
41,11,105010
53,15,91500
35,4,145287
54,8,112350
24,2,118593
55,15,108188
36,2,32093
57,3,36771
47,0,184573
30,5,139510
35,9,153276
30,6,147790
54,29,77668
49,12,109902
62,37,101371
24,2,129215
44,22,31474
27,1,160627
35,9,162997
29,1,44409
44,10,196187
64,35,53316
52,8,72626
38,9,102757
60,20,171310
31,4,157021
33,10,134749
43,14,166933
32,9,72742
43,3,131209
46,6,111938
25,0,128357
55,26,167798
39,11,116659
36,3,133460
64,1,31941
60,25,178900
62,16,89808
55,12,75437
43,3,103439
25,0,124744
64,21,111961
30,8,75396
61,39,48765
28,0,193155
44,13,162290
62,21,113885
32,6,63973
23,1,59256
63,25,73567
36,1,178263
55,19,45775
57,0,90277
34,3,139346
40,17,143395
64,38,181034
36,13,159030
62,7,32143
63,8,117397
54,27,191185
38,1,68366
23,1,55875
27,5,191290
31,7,150520
43,11,82619
64,37,39460
40,6,177847
62,31,87666
52,17,134152
25,0,181532
35,7,106295
53,8,88150
46,0,180285
59,24,134880
26,3,47901
30,3,121792
25,3,145614
34,1,98704
63,27,91368
29,1,104566
47,25,33113
35,12,127154
49,20,185525
49,23,34624
38,13,57895
44,17,172019
53,18,157204
35,13,45640
31,0,156484
56,14,47414
24,1,80031
23,0,130307
39,4,64538
26,3,58570
52,12,87498
30,3,184562
26,4,84037
37,15,77900
45,1,53288
32,3,48434
37,2,31683
53,19,33794
55,17,85276
26,1,73722
57,4,159973
43,20,110723
34,3,97080
44,1,181569
38,7,91512
56,10,66688
44,16,125519
32,9,75469
49,9,72108
39,0,153316
40,3,78968
38,5,187354
43,3,167084
28,3,112560
37,3,89149
48,7,117751
23,0,52540
41,2,139376
49,16,169432
34,4,150873
42,6,54950
63,13,39896
52,18,179805
25,0,152749
51,10,60311
64,33,65073
30,7,111748
58,35,126453
57,1,143803
46,1,194894
47,16,139014
34,5,85932
63,22,190769
26,3,59583
36,6,140487
24,2,103170
45,10,128822
41,4,65624
31,5,43335
48,22,121204
39,11,104236
27,2,101766
41,9,75898
57,27,174271
27,1,117315
24,2,34571
57,24,122574
37,7,47966
40,8,124207
40,4,144488
38,4,142399
39,8,154567
46,1,189281
57,15,103738
45,15,52605
48,18,189088
51,4,78150
62,30,130590
31,5,119764
52,21,134659
58,14,192780
54,16,146785
61,9,48489
63,18,130369
47,11,174471
49,25,53050
54,6,182632
37,6,89245
54,14,66585
37,4,127254
27,4,54016
22,0,182844
58,35,53418
53,25,66448
63,30,77325
56,9,117190
54,25,146944
52,11,186831
53,9,153789
53,22,133605
59,15,52856
40,5,175195
34,10,77890
42,7,66233
57,35,193316
22,0,32322
41,16,81217
64,32,100590
43,5,197728
22,0,64912
46,0,162900
40,12,61131
61,1,106377
31,7,132188
28,3,41773
39,4,128801
62,9,184319
35,3,111154
31,3,174319
39,1,155714
51,25,120563
29,7,33952
58,33,176661
56,32,76895
37,13,142596
24,0,174046
52,14,62897
44,17,53527
57,4,30330
43,17,51841
54,16,90820
59,14,162341
50,7,169447
30,1,144533
26,3,35496
41,19,99573
39,2,118280
49,26,148583
29,1,145789
54,15,119618
43,16,132832
41,7,55965
54,4,69391
57,3,99482
30,7,197021
42,11,32309
53,22,146863
49,9,151983
36,2,162457
48,18,152621
37,10,180230
52,11,199121
54,23,199515
49,14,126535
44,20,185995
61,11,159738
43,21,69456
32,3,171407
44,19,110891
44,22,163502
41,19,115861
22,0,38904
36,1,86950
39,8,163927
45,9,185597
50,0,198240
44,4,186019
61,3,88117
53,0,82476
51,15,131506
62,38,95321
28,2,126400
46,24,141738
50,27,149909
46,5,113050
40,17,100249
42,16,64413
45,13,135344
59,4,189693
54,18,169529
47,3,189075
61,20,114924
34,2,87018
23,1,109044
64,42,90775
22,0,134185
55,19,190999
41,7,147039
22,0,88340
62,2,197080
47,10,173943
41,2,99906
39,3,110854
61,16,43923
57,19,129970
51,11,117432
49,27,93183
39,0,188388
50,24,164919
55,17,158004
63,9,102089
47,15,110178
48,9,105546
52,17,33817
50,1,158871
34,9,198474
57,19,174213
54,19,33366
28,0,134097
47,23,132516
54,11,161883
40,11,79636
23,0,78690
56,19,65188
43,13,31901
45,1,146444
54,28,98558
23,0,52272
28,2,89290
51,22,156084
57,27,194770
28,3,75352
30,7,150730
45,1,139156
45,5,53987
64,7,96839
46,15,78745
64,19,70208
25,1,88093
24,1,35209
38,0,37695
34,4,140429
55,5,99688
56,13,95597
30,3,54222
33,9,113566
56,16,111626
42,12,32620
60,13,157142
55,23,124913
58,13,61608
37,0,96008
63,23,86076
49,1,74614
43,11,40448
27,3,90774
57,26,100896
61,17,129095
43,4,63215
30,5,164718
48,3,164789
51,8,180018
44,20,82783
55,6,88538
31,1,94802
37,15,119942
62,23,154942
49,2,111161
33,3,128399
33,2,44305
46,22,119135
34,5,37410
61,22,60809
55,20,152504
37,3,116533
49,17,60305
47,23,140964
45,1,65060
55,28,91583
32,3,74021
57,5,118246
23,1,78053
34,1,121244
54,21,51075
57,19,71633
56,15,111145
64,3,79979
34,10,172472
43,18,171633
46,1,142582
32,4,144493
48,12,43618
22,0,164345
63,6,121598
41,16,66033
28,2,64049
41,11,139664
40,16,89935
63,28,83998
24,0,70191
26,4,120963
27,4,140820
37,0,108094
42,14,199792
31,7,58084
29,5,35335
58,16,142808
36,1,186481
45,16,184850
63,30,193148
26,0,105655
63,2,78990
64,4,152776
33,11,73094
50,17,187790
39,1,164669
58,25,167495
24,1,73319
48,4,182453
43,12,164830
27,3,138952
62,4,148981
57,32,72124
40,18,113574
61,1,86136
47,3,80347
39,13,120108
62,26,47633
58,31,76474
51,21,42569
25,0,52554
39,11,137349
37,10,124397
49,12,159165
63,5,74754
54,17,102356
33,1,30061
23,1,153224
41,8,123575
36,5,51151
60,31,95850
45,8,31108
55,10,108309
23,1,135745
55,30,63431
49,2,55493
40,15,155403
53,10,158847
53,24,102278
50,2,47003
57,13,175573
23,1,142947
61,32,77065
59,26,63340
60,17,153425
22,0,77603
45,13,77851
30,1,169122
40,7,92623
43,18,150914
52,0,197509
46,15,124352
33,11,41541
32,6,118196
44,22,116063
27,2,140791
36,3,139601
40,6,164469
30,0,125734
49,15,193985
51,3,74355
47,6,199040
41,16,98400
57,5,33627
51,11,197202
55,24,135746
39,14,184284
24,0,190626
24,0,150164
48,10,185825
46,20,113019
33,6,33214
42,3,171211
63,37,159386
49,27,75001
45,5,50090
34,5,141289
33,10,160921
32,1,44029
41,4,60666
53,29,110541
52,1,127825
45,21,43343
35,12,195453
53,26,107392
44,15,125994
61,9,59260
40,3,194750
36,14,152523
35,7,169173
40,1,192302
34,7,179237
29,6,34836
25,1,113972
52,15,98823
23,0,41284
51,2,41814
57,29,54701
40,12,88868
40,12,73012
49,21,164573
40,13,135470
44,10,141701
42,11,84925
48,5,101374
63,3,95927
51,16,122457
64,34,47191
54,13,93987
24,0,198689
42,6,157721
62,14,112169
55,24,152766
35,1,144638
22,0,84785
36,10,169817
24,2,181000
26,2,150931
49,10,60842
52,17,115878
31,0,141394
26,2,61868
36,9,95709
52,19,184126
61,10,165490
40,13,64084
49,10,104141
49,6,81030
33,0,34181
40,11,51682
42,7,103865
24,1,110858
25,1,163283
24,0,94393
50,4,124605
60,5,183238
31,9,144922
56,3,148447
63,15,153528
24,1,152403
37,0,181927
59,17,97976
51,8,88864
47,24,30665
22,0,108563
37,9,143531
40,15,129260
33,5,43249
26,2,121996
45,2,77775
43,8,158408
32,0,188695
47,13,117420
42,8,92575
30,0,136847
46,5,150103
52,27,55979
24,2,47786
46,12,81721
59,11,123318
46,13,116823
49,10,62600
30,6,38294
52,26,65092
44,12,168735
30,0,79069
40,7,98214
23,0,80207
56,28,121516
30,5,128930
51,0,44744
40,9,125784
53,0,53166
42,1,37412
24,1,167669
44,6,170966
45,2,123512
55,3,35288
38,11,64041
46,4,113621
23,1,122211
55,29,87719
63,1,107541
61,27,194673
52,19,95395
42,2,113038
32,10,90514
62,18,191268
55,6,125376
26,4,59000
31,1,95404
59,4,176099
45,5,185622
44,2,112045
37,0,114141
33,8,181962
37,2,47852
55,8,57422
35,5,176312
42,6,170550
22,0,194302
59,26,62056
52,19,168527
60,18,143188
57,35,75222
54,21,52636
52,30,179114
41,17,90225
54,0,172921
49,14,185524
51,22,118472
41,2,123240
27,1,182841
32,6,44370
44,19,89388
26,0,154428
57,23,143155
40,7,78886
56,34,163648
28,3,114957
55,33,113001
42,14,159053
46,23,184217
22,0,46464
54,32,130715
60,29,53672
23,0,151379
37,2,74443
22,0,82935
60,23,183288
54,27,38155
62,31,121636
30,3,49741
55,20,79223
43,14,164132
38,15,136067
35,8,43352
38,3,120876
32,2,35338
46,4,145673
58,15,190475
59,6,53542
41,4,85357
30,5,197545
52,16,90626
28,5,157616
64,9,82536
59,21,194817
32,5,149474
53,24,78860
29,5,91520
35,12,98633
32,3,166036
56,19,182334
30,8,50953
27,0,67588
52,20,135705
47,8,63850
31,1,191021
44,14,64542
58,8,96661
32,2,44412
49,1,109048
24,0,39347
59,23,81192
57,27,137923
26,2,197026
42,8,166033
29,2,178623
35,11,45867
39,8,142912
37,15,111033
23,0,116295
61,32,53269
23,1,142384
44,21,104463
52,7,92026
62,6,45507
22,0,157870
54,6,56785
52,22,88757
23,0,116730
36,1,143105
57,16,30833
57,15,96615
48,10,92157
38,1,196894
61,1,55076
29,2,94471
48,11,41507
43,15,176229
45,17,124693
57,21,102214
35,0,56555
36,6,128960
60,12,97566
51,3,186269
61,21,136524
52,7,82881
44,20,196491
36,6,90417
34,0,40266
42,7,42943
32,0,71732
52,16,37193
26,3,172004
22,0,38031
61,12,100426
61,27,152019
22,0,36997
56,15,64635
52,24,145130
56,21,141374
56,0,81862
32,8,83473
30,1,175109
53,18,32842
57,27,81430
32,9,119955
59,25,147190
52,30,107663
39,11,107152
64,20,56005
45,8,39929
60,1,157595
24,2,168110
50,26,154892
47,16,114354
41,3,31847
37,8,142491
40,12,104081
53,27,198126
28,5,51708
50,6,54720
35,3,148221
34,2,160225
61,6,134237
57,30,131156
22,0,65747
23,0,191611
34,3,89648
62,5,118780
46,18,30203
43,21,39058
30,2,123132
29,7,110845
63,34,85353
29,0,89240
46,21,126093
37,11,95785
51,1,52072
54,20,178012
44,17,137534
28,4,114767
63,15,61301
38,15,41620
61,27,177934
51,11,54252
49,12,77563
32,7,128088
42,3,188313
28,5,192028
43,1,88233
50,15,100298
28,0,34079
29,1,45889
32,3,35454
30,3,155449
52,9,93986
41,11,120048
57,7,163222
63,41,145474
29,7,182723
46,9,78829
50,25,157454
63,28,30548
41,19,44447
45,7,192612
51,20,131711
48,19,164858
43,17,135645
51,18,57896
27,0,76745
24,2,134745
63,29,103769
64,24,48604
26,3,138321
52,0,36189
37,2,180421
54,2,71309
57,26,72831
26,1,168599
32,7,148843
34,2,186823
50,15,119420
24,2,44930
47,13,38776
47,9,139739
61,15,167266
62,17,44402
45,16,81607
27,5,62463
41,18,187821
27,1,152661
46,13,84804
50,27,58403
24,0,112840
64,9,143924
22,0,113389
49,22,114479
49,2,35380
47,8,176160
59,23,107536
26,2,87183
27,1,77738
35,2,150022
59,34,65796
22,0,109314
49,0,56970
51,7,42481
33,8,124298
59,22,137856
46,19,135616
50,26,31339
23,1,132824
57,16,51162
57,27,30914
59,11,90722
59,16,138911
43,21,157805
50,5,160384
24,2,137058
37,11,130081
52,9,60619
42,0,107558
54,1,198608
44,12,179663
29,6,60120
49,27,100322
25,3,46229
53,5,180716
35,8,185431
54,18,151854
45,16,120489
28,5,77654
23,1,153456
40,7,80996
54,16,54076
36,9,66566
63,13,133556
52,30,188842
27,4,126763
24,2,172273
24,1,189007
42,16,46265
59,20,150123
42,5,174853
34,12,44541
55,17,164794
55,31,171620
39,16,146008
35,3,117360
23,0,48061
35,11,76385
60,32,31294
60,32,35131
32,1,43624
23,0,137285
25,1,41523
59,30,57037
23,0,120178
32,9,32771
36,13,112557
35,11,171440
56,30,33968
24,0,59718
24,2,80265
38,15,79238
43,8,91376
55,24,130267
51,28,117378
35,3,58164
25,1,65138
49,8,67672
58,27,70139
57,34,67070
56,30,107776
59,37,111509
25,3,90333
33,10,58333
36,3,144940
23,0,131839
54,32,146917
36,13,138858
58,29,188830
43,13,56211
40,17,183564
47,24,51208
25,1,46289
53,22,111415
42,2,172867
61,4,132556
30,8,157864
54,6,54980
42,14,177693
53,24,57742
32,3,94165
27,0,64192
31,4,37690
23,1,170853
61,19,114715
55,16,62348
60,1,91623
29,6,53049
63,32,143411
47,23,87552
59,17,103979
52,10,160255
62,27,163061
51,11,65961
64,28,66329
40,6,161587
37,0,191996
23,1,192343
54,31,58699
42,17,31359
54,23,70917
49,14,94393
33,4,64722
40,4,162685
25,3,71984
34,5,161616
43,11,176884
44,1,190141
54,31,108336
29,2,181048
40,15,85693
35,2,59307
43,12,164293
61,16,198083
38,11,142733
56,19,153691
39,16,61521
43,8,126010
35,3,39077
50,25,34489
28,3,54005
50,13,88524
41,17,133632
46,23,134386
57,3,171563
34,3,165900
59,28,127206
30,2,96253
47,25,135544
39,9,193057
31,2,80620
39,9,71514
61,31,72769
45,19,191050
28,3,75220
40,3,164897
43,10,115587
34,12,116572
22,0,68195
24,2,140227
64,15,63427
63,27,91179
63,17,106480
23,0,169734
35,6,67027
37,15,151411
31,4,66685
33,4,146571
62,5,125279
23,1,198829
61,26,162614
24,1,163459
58,18,159929
46,0,151396
55,30,118570
55,29,117385
44,0,93069
55,8,170861
27,4,80496
28,1,61505
50,28,48801
45,18,186588
25,3,87168
58,33,186515
46,18,91412
64,35,50560
24,2,144560
41,11,96539
25,1,103518
53,4,160123
44,0,48000
63,16,129348
36,7,163140
36,5,122980
23,1,87581
34,12,162823
51,18,60587
33,5,185044
36,10,108870
34,9,120561
22,0,94433
61,35,114205
51,25,32209
28,5,60698
28,1,66319
37,6,71427
38,16,47652
33,10,36247
56,4,59520
36,12,159447
43,19,80692
49,21,42235
48,19,54739
53,11,93074
58,17,32293
47,5,175408
27,4,68950
33,0,96264
54,1,116046
48,24,162784
51,27,112784
30,3,53360
28,6,148165
50,22,56840
43,6,99338
55,21,147365
30,5,168490
57,25,112623
30,3,75217
26,1,154512
63,10,71592
49,8,48284
30,0,135476
30,3,40884
54,23,167112
62,5,52948
59,24,118509
60,13,197373
26,1,56693
59,18,61295
32,6,80411
58,12,153748
29,0,33122
50,8,130825
32,8,95474
50,18,102902
58,6,172580
34,11,60274
52,7,181200
23,1,190027
28,0,160839
63,31,116003
46,4,94111
34,4,178336
49,8,63624
43,4,123790
45,17,182893
22,0,180227
64,25,187766
52,15,149183
57,30,197105
53,22,83644
39,0,123405
47,9,198775
45,1,76663
39,4,187468
60,30,44460
23,1,181313
46,10,140796
34,3,173597
37,2,90431
33,8,35365
51,26,162076
44,14,149128
47,7,74197
23,0,195638
25,3,82197
63,8,87362
29,5,140499
49,24,59320
30,3,147668
56,8,196907
28,5,123029
57,6,176303
58,12,177197
64,16,30609
55,11,127138
37,1,166891
45,7,102488
41,17,70061
28,6,198439
27,3,164369
22,0,105802
48,0,39281
55,33,74144
48,12,144094
37,3,50695
60,34,148800
35,2,69463
38,11,118609
43,19,114830
26,2,81448
46,21,72860
40,8,65833
63,38,111230
27,1,147300
27,4,88149
46,21,105805
42,1,147054
58,2,141111
55,23,97494
26,1,121115
41,12,77790
43,12,144739
27,5,40513
29,0,116177
50,6,175878
45,0,115619
44,18,88511
22,0,64590
41,1,78774
32,1,190175
35,8,162598
60,29,127326
50,8,66885
33,11,136535
45,8,151458
29,6,164208
56,2,83702
54,29,164417
62,26,100297
57,34,128762
64,32,49106
62,38,58399
23,0,110793
32,6,90396
61,4,49451
40,16,57622
58,17,118220
31,6,87683
31,9,108311
62,25,176731
52,25,153823
59,19,189576
60,23,192309
29,2,183273
51,18,92285
40,3,136394
26,3,69355
43,21,173174
40,5,158082
51,16,47425
56,5,33712
27,5,56323
39,2,100530
57,4,194156
55,27,189761
54,13,193787
59,18,172501
26,2,37852
25,3,125214
41,9,113290
33,6,78633
35,3,152390
50,28,168902
27,5,51991
63,3,133372
38,3,116717
37,7,172920
52,24,183320
42,2,175368
43,10,47246
34,8,55161
48,10,127393
28,2,74975
45,13,141770
41,10,30980
49,6,58844
62,6,127789
31,1,35129
38,3,193768
39,9,81194
43,8,151385
59,35,156903
38,6,140787
23,0,63174
44,11,107646
53,2,133776
34,4,72600
23,1,173173
64,42,91215
64,13,101283
22,0,32539
43,21,59525
59,14,54184
27,5,195909
27,4,93180
58,18,106982
31,7,67000
42,13,107293
29,4,78877
64,39,145995
31,2,40735
22,0,37004
36,9,60341
26,2,150663
53,24,179505
40,18,47455
25,1,172318
56,21,97892
49,2,129565
58,0,102458
30,8,88746
48,11,142099
25,1,111780
49,0,135064
54,0,47530
34,9,126386
26,4,131523
43,6,192442
39,5,177762
45,18,34581
34,5,168182
25,1,180986
64,41,95653
24,2,51855
32,6,119728
36,11,65963
41,16,153038
32,2,46188
62,39,116643
58,4,45962
30,3,168731
55,25,41448
24,2,96497
29,0,155109
34,11,125505
59,37,42871
35,8,101152
57,29,104135
56,18,50931
55,8,174278
26,3,84943
35,10,178153
30,8,197839
41,13,186112
22,0,59659
41,8,47617
50,25,39666
54,13,194809
52,11,77942
36,7,38994
35,6,92637
36,1,193401
29,7,32233
29,5,126556
51,10,151553
37,0,34502
30,4,118685
56,22,143725
22,0,74310
51,18,57567
58,35,80186
58,22,68636
41,2,135111
46,6,183102
24,2,70954
55,33,35893
28,1,120145
47,15,106729
24,1,66114
41,11,82995
37,9,151804
30,2,186625
30,5,172980
53,9,45203
60,34,31638
58,0,154387
35,3,69475
24,2,112620
53,4,183144
46,17,149454
26,4,73315
56,22,43211
45,18,103992
39,5,88454
42,17,108998
42,15,137711
38,14,113260
31,1,95949
24,0,126102
24,0,91234
52,29,35072
25,2,156167
46,11,78427
64,4,80227
40,0,127806
24,0,124191
40,8,100937
52,23,73727
24,1,88734
58,14,35858
29,3,172189
52,10,141590
55,33,103500
62,32,44093
29,0,132252
48,19,100091
42,19,150728
50,8,64818
61,9,90954
32,6,119050
59,4,110991
33,0,151213
53,23,125762
58,11,139646
46,8,107596
40,6,42911
52,22,178023
58,16,163015
22,0,104227
49,11,146814
58,11,110505
53,7,188503
39,7,65546
34,8,132576
28,0,32329
59,8,159405
36,5,84184
52,16,104215
57,7,180965
40,17,66691
55,18,105452
63,1,120844
32,1,137527
42,4,97943
30,8,105653
52,0,156438
38,16,142996
28,3,60091
63,25,48232
45,23,136411
41,2,73045
39,3,88644
45,13,121629
61,30,35322
38,13,52780
30,6,126617
59,27,73247
53,18,88614
26,4,114480
29,1,90970
60,9,81018
51,12,184938
64,25,158975
43,5,100759
49,20,46149
24,0,149013
40,9,74138
33,5,132086
57,32,95981
29,1,106344
24,1,137638
26,4,172014
43,10,196615
32,3,124325
35,2,168187
63,20,185612
36,14,131360
57,35,95953
39,10,148395
43,7,73541
62,15,83787
22,0,101564
62,35,190037
47,23,128839
47,25,32088
24,2,129813
39,4,92128
55,6,92772
50,16,66231
33,1,45868
44,13,34813
37,11,112213
40,9,143098
34,10,35973
34,6,118373
32,0,161268
24,2,78173
63,8,85358
37,7,119625
53,7,145952
52,9,113233
38,9,167220
50,21,79458
51,5,82055
57,16,165692
44,19,90021
52,22,130246
41,10,168448
41,14,117190
22,0,80842
37,8,32458
46,1,197843
53,20,119990
58,22,182713
55,8,44905
30,0,92270
53,13,63948
35,5,88960
63,7,195708
25,1,87763
41,9,98415
39,14,58383
56,10,157866
42,0,138995
56,15,190896
43,16,73256
53,15,162739
25,0,134638
64,29,75699
58,2,105840
47,6,107344
37,12,41524
56,3,119925
37,0,52171
63,40,150382
38,4,194096
61,12,72989
30,3,89459
36,2,177767
49,7,46101
43,19,56920
51,21,71749
31,0,157242
41,4,170270
23,1,173416
27,1,87159
57,33,197061
62,6,182152
24,0,120741
60,2,116884
57,30,33832
51,7,89166
50,4,145505
64,4,189361
56,18,157987
60,17,82379
29,6,142633
55,31,134102
26,0,138616
55,17,83317
30,7,175297
38,12,176562
22,0,121309
58,8,73737
58,13,178870
49,10,34214
48,19,49103
46,24,88693
44,5,121254
27,1,93532
45,18,42074
32,4,152267
56,33,156780
38,4,109017
35,0,191030
43,6,187123
47,1,64202
57,24,41887
49,12,47794
55,30,164256
62,17,57238
62,37,96346
55,24,147200
31,8,51246
34,11,74999
56,16,61625
42,11,92700
42,5,72621
24,2,155462
58,34,91820
28,2,180809
31,9,153397
47,12,106519
47,12,104576
59,11,185558
30,6,195424
45,1,80122
64,0,81406
27,0,193235
36,12,193175
63,13,125927
27,3,197025
49,10,149049
62,18,195262
29,3,80812
22,0,163133
40,3,130411
31,6,157440
58,12,68723
28,5,76839
53,14,113136
58,35,135705
60,26,169170
32,2,119948
34,1,154744
53,8,161560
41,4,186014
46,23,47799
26,2,132161
49,10,135689
28,3,35590
44,15,33062
43,10,127689
25,1,198887
44,5,177496
56,19,185736
40,13,95341
37,14,38105
26,2,33036
63,38,120310
30,3,76263
54,24,51953
40,11,118417
49,11,78922
59,35,110644
55,5,47215
40,11,123672
29,3,143056
50,6,116629
27,0,65008
58,34,192556
27,0,61689
63,33,84497
58,36,176485
33,0,34958
31,6,105003
22,0,93273
32,10,131435
22,0,172092
53,31,177242
37,9,48822
56,14,99552
62,19,38961
24,0,91708
54,5,156841
41,3,82530
37,9,155898
37,1,47941
47,14,172190
50,10,183287
63,25,55260
63,12,101103
46,23,92934
31,9,184404
62,18,118054
59,28,62795
26,2,78028
